localidad,NOMBRE EFECTOR COMUNITARIO,RNEJyP,CÓDIGO ACTIVIDAD 2014 MODIFICADO,TALLER,nombre_a,calle,numero,partido,provincia,codpostal,distrito,edificio,piso,dpto,barrio,fax
VILLA MARIA,CTRO SUR PARA J Y P NAC. PROV Y MUNICIP,04-006-021-338,,3103 - RELEVAMIENTO SOCIO SANITARIO DE POBLACIÓN AFILIADA EN GENERAL,C SUR PARA JYP NAC PROV Y MUNIC,MEJICO,618,GRAL S MARTIN,4,5900,0,,,,,
VILLA MARIA,CTRO SUR PARA J Y P NAC. PROV Y MUNICIP,04-006-021-338,,1101 - GIMNASIA,C SUR PARA JYP NAC PROV Y MUNIC,MEJICO,618,GRAL S MARTIN,4,5900,0,,,,,
VILLA MARIA,CTRO SUR PARA J Y P NAC. PROV Y MUNICIP,04-006-021-338,,1201 - MEMORIA,C SUR PARA JYP NAC PROV Y MUNIC,MEJICO,618,GRAL S MARTIN,4,5900,0,,,,,
VILLA MARIA,CTRO SUR PARA J Y P NAC. PROV Y MUNICIP,04-006-021-338,,4104 - CAPACITACIÓN Y TRANSFERENCIA DE TECNOLOGÍAS EN LIDERAZGO COMUNITARIO A ORGANIZACIONES,C SUR PARA JYP NAC PROV Y MUNIC,MEJICO,618,GRAL S MARTIN,4,5900,0,,,,,
LA PALESTINA,CJP LA PALESTINA,04-006-009-314,,1101 - GIMNASIA,C JYP DE LA PALESTINA,JACINTO BECCO,442,SAN MARTIN,4,5925,0,,,,,
LA PALESTINA,CJP LA PALESTINA,04-006-009-314,,1201 - MEMORIA,C JYP DE LA PALESTINA,JACINTO BECCO,442,SAN MARTIN,4,5925,0,,,,,
BENGOLEA,CJP BENGOLEA,04-008-004-284,,2101 - ALIMENTACIÓN SALUDABLE,C JYP DE BENGOLEA,ARGENTINA *,289,JUAREZ CELMA,4,5807,4,,,,,
BENGOLEA,CJP BENGOLEA,04-008-004-284,,3103 - RELEVAMIENTO SOCIO SANITARIO DE POBLACIÓN AFILIADA EN GENERAL,C JYP DE BENGOLEA,ARGENTINA *,289,JUAREZ CELMA,4,5807,4,,,,,
BENGOLEA,CJP BENGOLEA,04-008-004-284,,1101 - GIMNASIA,C JYP DE BENGOLEA,ARGENTINA *,289,JUAREZ CELMA,4,5807,4,,,,,
BENGOLEA,CJP BENGOLEA,04-008-004-284,,1201 - MEMORIA,C JYP DE BENGOLEA,ARGENTINA *,289,JUAREZ CELMA,4,5807,4,,,,,
BENGOLEA,CJP BENGOLEA,04-008-004-284,,4104 - CAPACITACIÓN Y TRANSFERENCIA DE TECNOLOGÍAS EN LIDERAZGO COMUNITARIO A ORGANIZACIONES,C JYP DE BENGOLEA,ARGENTINA *,289,JUAREZ CELMA,4,5807,4,,,,,
CORDOBA,GAS DEL ESTADO,04-002-003-293,,2101 - ALIMENTACIÓN SALUDABLE,C JYP DE GAS DEL ESTADO -CORDOBA,SARMIENTO *,935,CAPITAL,4,5004,0,,,,,451-2663 *
CORDOBA,GAS DEL ESTADO,04-002-003-293,,3103 - RELEVAMIENTO SOCIO SANITARIO DE POBLACIÓN AFILIADA EN GENERAL,C JYP DE GAS DEL ESTADO -CORDOBA,SARMIENTO *,935,CAPITAL,4,5004,0,,,,,451-2663 *
CORDOBA,GAS DEL ESTADO,04-002-003-293,,1101 - GIMNASIA,C JYP DE GAS DEL ESTADO -CORDOBA,SARMIENTO *,935,CAPITAL,4,5004,0,,,,,451-2663 *
CORDOBA,GAS DEL ESTADO,04-002-003-293,,1201 - MEMORIA,C JYP DE GAS DEL ESTADO -CORDOBA,SARMIENTO *,935,CAPITAL,4,5004,0,,,,,451-2663 *
CORDOBA,GAS DEL ESTADO,04-002-003-293,,4104 - CAPACITACIÓN Y TRANSFERENCIA DE TECNOLOGÍAS EN LIDERAZGO COMUNITARIO A ORGANIZACIONES,C JYP DE GAS DEL ESTADO -CORDOBA,SARMIENTO *,935,CAPITAL,4,5004,0,,,,,451-2663 *
VILLA SARMIENTO,CJP DE VILLA SARMIENTO,04-018-028-241,,2101 - ALIMENTACIÓN SALUDABLE,C JYP DE VILLA SARMIENTO,TUCUMAN,261,SAN ALBERTO,4,5871,0,,,,,03544-15550549*
VILLA SARMIENTO,CJP DE VILLA SARMIENTO,04-018-028-241,,3103 - RELEVAMIENTO SOCIO SANITARIO DE POBLACIÓN AFILIADA EN GENERAL,C JYP DE VILLA SARMIENTO,TUCUMAN,261,SAN ALBERTO,4,5871,0,,,,,03544-15550549*
VILLA SARMIENTO,CJP DE VILLA SARMIENTO,04-018-028-241,,1410 - ARTE CULINARIO,C JYP DE VILLA SARMIENTO,TUCUMAN,261,SAN ALBERTO,4,5871,0,,,,,03544-15550549*
VILLA SARMIENTO,CJP DE VILLA SARMIENTO,04-018-028-241,,1101 - GIMNASIA,C JYP DE VILLA SARMIENTO,TUCUMAN,261,SAN ALBERTO,4,5871,0,,,,,03544-15550549*
VILLA SARMIENTO,CJP DE VILLA SARMIENTO,04-018-028-241,,1406 - ARTES PLÁSTICAS,C JYP DE VILLA SARMIENTO,TUCUMAN,261,SAN ALBERTO,4,5871,0,,,,,03544-15550549*
SAN JOSE,CJP SAN JOSE,04-019-020-415,,2101 - ALIMENTACIÓN SALUDABLE,C JYP DE SAN JOSE,MALVINAS ARGENTINAS *,S/N,DEPTO. SAN JAVIER,4,5871,0,,,,,03544-493716
SAN JOSE,CJP SAN JOSE,04-019-020-415,,3103 - RELEVAMIENTO SOCIO SANITARIO DE POBLACIÓN AFILIADA EN GENERAL,C JYP DE SAN JOSE,MALVINAS ARGENTINAS *,S/N,DEPTO. SAN JAVIER,4,5871,0,,,,,03544-493716
SAN JOSE,CJP SAN JOSE,04-019-020-415,,1410 - ARTE CULINARIO,C JYP DE SAN JOSE,MALVINAS ARGENTINAS *,S/N,DEPTO. SAN JAVIER,4,5871,0,,,,,03544-493716
SAN JOSE,CJP SAN JOSE,04-019-020-415,,1101 - GIMNASIA,C JYP DE SAN JOSE,MALVINAS ARGENTINAS *,S/N,DEPTO. SAN JAVIER,4,5871,0,,,,,03544-493716
SAN JOSE,CJP SAN JOSE,04-019-020-415,,1406 - ARTES PLÁSTICAS,C JYP DE SAN JOSE,MALVINAS ARGENTINAS *,S/N,DEPTO. SAN JAVIER,4,5871,0,,,,,03544-493716
SAN VICENTE,CJP SAN VICENTE,04-018-022-450,,2101 - ALIMENTACIÓN SALUDABLE,C JYP SAN VICENTE,PUBLICA,S/N,SAN ALBERTO,4,5871,0,,,,,03544-485-028**
SAN VICENTE,CJP SAN VICENTE,04-018-022-450,,3103 - RELEVAMIENTO SOCIO SANITARIO DE POBLACIÓN AFILIADA EN GENERAL,C JYP SAN VICENTE,PUBLICA,S/N,SAN ALBERTO,4,5871,0,,,,,03544-485-028**
SAN VICENTE,CJP SAN VICENTE,04-018-022-450,,1410 - ARTE CULINARIO,C JYP SAN VICENTE,PUBLICA,S/N,SAN ALBERTO,4,5871,0,,,,,03544-485-028**
SAN VICENTE,CJP SAN VICENTE,04-018-022-450,,1101 - GIMNASIA,C JYP SAN VICENTE,PUBLICA,S/N,SAN ALBERTO,4,5871,0,,,,,03544-485-028**
VILLA DOLORES,CJP ESCUELA DE LA AMISTAD,04-019-023-361,,2101 - ALIMENTACIÓN SALUDABLE,ESCUELA DE LA AMISTAD C CULT RECRE Y DE LA 3ERA EDAD,REMEDIOS DE ESCALADA,153,SAN JAVIER,4,5870,0,,,,,
VILLA DOLORES,CJP ESCUELA DE LA AMISTAD,04-019-023-361,,3103 - RELEVAMIENTO SOCIO SANITARIO DE POBLACIÓN AFILIADA EN GENERAL,ESCUELA DE LA AMISTAD C CULT RECRE Y DE LA 3ERA EDAD,REMEDIOS DE ESCALADA,153,SAN JAVIER,4,5870,0,,,,,
VILLA DOLORES,CJP ESCUELA DE LA AMISTAD,04-019-023-361,,1410 - ARTE CULINARIO,ESCUELA DE LA AMISTAD C CULT RECRE Y DE LA 3ERA EDAD,REMEDIOS DE ESCALADA,153,SAN JAVIER,4,5870,0,,,,,
VILLA DOLORES,CJP ESCUELA DE LA AMISTAD,04-019-023-361,,1101 - GIMNASIA,ESCUELA DE LA AMISTAD C CULT RECRE Y DE LA 3ERA EDAD,REMEDIOS DE ESCALADA,153,SAN JAVIER,4,5870,0,,,,,
SAN PEDRO,CJP SAN PEDRO,04-018-021-349,,2101 - ALIMENTACIÓN SALUDABLE,C JYP SAN PEDRO,PEDRO G. GUTIERREZ *,S/N,SAN ALBERTO,4,5871,0,,,,,03544-422588*
SAN PEDRO,CJP SAN PEDRO,04-018-021-349,,3103 - RELEVAMIENTO SOCIO SANITARIO DE POBLACIÓN AFILIADA EN GENERAL,C JYP SAN PEDRO,PEDRO G. GUTIERREZ *,S/N,SAN ALBERTO,4,5871,0,,,,,03544-422588*
SAN PEDRO,CJP SAN PEDRO,04-018-021-349,,1410 - ARTE CULINARIO,C JYP SAN PEDRO,PEDRO G. GUTIERREZ *,S/N,SAN ALBERTO,4,5871,0,,,,,03544-422588*
SAN PEDRO,CJP SAN PEDRO,04-018-021-349,,1101 - GIMNASIA,C JYP SAN PEDRO,PEDRO G. GUTIERREZ *,S/N,SAN ALBERTO,4,5871,0,,,,,03544-422588*
SAN PEDRO,CJP SAN PEDRO,04-018-021-349,,1406 - ARTES PLÁSTICAS,C JYP SAN PEDRO,PEDRO G. GUTIERREZ *,S/N,SAN ALBERTO,4,5871,0,,,,,03544-422588*
SAN PEDRO,CJP SAN PEDRO,04-018-021-349,,1203 - ALFABETIZACIÓN,C JYP SAN PEDRO,PEDRO G. GUTIERREZ *,S/N,SAN ALBERTO,4,5871,0,,,,,03544-422588*
LAS TAPIAS,CJP LAS TAPIAS,04-019-011-426,,2101 - ALIMENTACIÓN SALUDABLE,C JYP DE LAS TAPIAS,CIRCUITO LAS TAPIAS,,SAN JAVIER,4,5885,3,,,,,03544-483-166*
LAS TAPIAS,CJP LAS TAPIAS,04-019-011-426,,3103 - RELEVAMIENTO SOCIO SANITARIO DE POBLACIÓN AFILIADA EN GENERAL,C JYP DE LAS TAPIAS,CIRCUITO LAS TAPIAS,,SAN JAVIER,4,5885,3,,,,,03544-483-166*
LAS TAPIAS,CJP LAS TAPIAS,04-019-011-426,,1410 - ARTE CULINARIO,C JYP DE LAS TAPIAS,CIRCUITO LAS TAPIAS,,SAN JAVIER,4,5885,3,,,,,03544-483-166*
LAS TAPIAS,CJP LAS TAPIAS,04-019-011-426,,1101 - GIMNASIA,C JYP DE LAS TAPIAS,CIRCUITO LAS TAPIAS,,SAN JAVIER,4,5885,3,,,,,03544-483-166*
LAS TAPIAS,CJP LAS TAPIAS,04-019-011-426,,1101 - GIMNASIA,C JYP DE LAS TAPIAS,CIRCUITO LAS TAPIAS,,SAN JAVIER,4,5885,3,,,,,03544-483-166*
LAS TAPIAS,CJP LAS TAPIAS,04-019-011-426,,1406 - ARTES PLÁSTICAS,C JYP DE LAS TAPIAS,CIRCUITO LAS TAPIAS,,SAN JAVIER,4,5885,3,,,,,03544-483-166*
YACANTO,CJP CHAMPAQUI,04-019-019-387,,2101 - ALIMENTACIÓN SALUDABLE,CENTRO UNIDOS CHAMPAQUI DE LA TERCERA EDAD,PUBLICA,S/N,SAN JAVIER,4,5875,0,,,,,REF. 03544*482279*
YACANTO,CJP CHAMPAQUI,04-019-019-387,,3103 - RELEVAMIENTO SOCIO SANITARIO DE POBLACIÓN AFILIADA EN GENERAL,CENTRO UNIDOS CHAMPAQUI DE LA TERCERA EDAD,PUBLICA,S/N,SAN JAVIER,4,5875,0,,,,,REF. 03544*482279*
YACANTO,CJP CHAMPAQUI,04-019-019-387,,1410 - ARTE CULINARIO,CENTRO UNIDOS CHAMPAQUI DE LA TERCERA EDAD,PUBLICA,S/N,SAN JAVIER,4,5875,0,,,,,REF. 03544*482279*
YACANTO,CJP CHAMPAQUI,04-019-019-387,,1101 - GIMNASIA,CENTRO UNIDOS CHAMPAQUI DE LA TERCERA EDAD,PUBLICA,S/N,SAN JAVIER,4,5875,0,,,,,REF. 03544*482279*
LOS HORNILLOS,CJP EL AGUARIBAY,04-019-005-357,,2101 - ALIMENTACIÓN SALUDABLE,C JYP EL AGUARIBAY,EL PORVENIR,S/N,SAN JAVIER,4,5885,0,,,,EL PORVENIR,
LOS HORNILLOS,CJP EL AGUARIBAY,04-019-005-357,,3103 - RELEVAMIENTO SOCIO SANITARIO DE POBLACIÓN AFILIADA EN GENERAL,C JYP EL AGUARIBAY,EL PORVENIR,S/N,SAN JAVIER,4,5885,0,,,,EL PORVENIR,
LOS HORNILLOS,CJP EL AGUARIBAY,04-019-005-357,,1410 - ARTE CULINARIO,C JYP EL AGUARIBAY,EL PORVENIR,S/N,SAN JAVIER,4,5885,0,,,,EL PORVENIR,
LOS HORNILLOS,CJP EL AGUARIBAY,04-019-005-357,,1101 - GIMNASIA,C JYP EL AGUARIBAY,EL PORVENIR,S/N,SAN JAVIER,4,5885,0,,,,EL PORVENIR,
LA PAZ,CJP UNION Y ESPERANZA,04-019-007-310,,2101 - ALIMENTACIÓN SALUDABLE,C JPYR UNION Y ESPERANZA,SARMIENTO,S/N,SAN JAVIER,4,5879,0,,,,,
LA PAZ,CJP UNION Y ESPERANZA,04-019-007-310,,3103 - RELEVAMIENTO SOCIO SANITARIO DE POBLACIÓN AFILIADA EN GENERAL,C JPYR UNION Y ESPERANZA,SARMIENTO,S/N,SAN JAVIER,4,5879,0,,,,,
LA PAZ,CJP UNION Y ESPERANZA,04-019-007-310,,1410 - ARTE CULINARIO,C JPYR UNION Y ESPERANZA,SARMIENTO,S/N,SAN JAVIER,4,5879,0,,,,,
LA PAZ,CJP UNION Y ESPERANZA,04-019-007-310,,1101 - GIMNASIA,C JPYR UNION Y ESPERANZA,SARMIENTO,S/N,SAN JAVIER,4,5879,0,,,,,
ALTA GRACIA,ASOCIACION DE ABUELOS ALTA GRACIA,04-021-001-553,,2101 - ALIMENTACIÓN SALUDABLE,"""ASOC. DE ABUELOS DE ALTA GRACIA""",LINIERS,269,SANTA MARIA,4,5186,0,,,,,
ALTA GRACIA,ASOCIACION DE ABUELOS ALTA GRACIA,04-021-001-553,,3103 - RELEVAMIENTO SOCIO SANITARIO DE POBLACIÓN AFILIADA EN GENERAL,"""ASOC. DE ABUELOS DE ALTA GRACIA""",LINIERS,269,SANTA MARIA,4,5186,0,,,,,
ALTA GRACIA,ASOCIACION DE ABUELOS ALTA GRACIA,04-021-001-553,,1101 - GIMNASIA,"""ASOC. DE ABUELOS DE ALTA GRACIA""",LINIERS,269,SANTA MARIA,4,5186,0,,,,,
ALTA GRACIA,ASOCIACION DE ABUELOS ALTA GRACIA,04-021-001-553,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,"""ASOC. DE ABUELOS DE ALTA GRACIA""",LINIERS,269,SANTA MARIA,4,5186,0,,,,,
ALTA GRACIA,ASOCIACION DE ABUELOS ALTA GRACIA,04-021-001-553,,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,"""ASOC. DE ABUELOS DE ALTA GRACIA""",LINIERS,269,SANTA MARIA,4,5186,0,,,,,
ALTA GRACIA,ASOCIACION DE ABUELOS ALTA GRACIA,04-021-001-553,,1201 - MEMORIA,"""ASOC. DE ABUELOS DE ALTA GRACIA""",LINIERS,269,SANTA MARIA,4,5186,0,,,,,
ALTA GRACIA,ASOCIACION DE ABUELOS ALTA GRACIA,04-021-001-553,,1406 - ARTES PLÁSTICAS,"""ASOC. DE ABUELOS DE ALTA GRACIA""",LINIERS,269,SANTA MARIA,4,5186,0,,,,,
ALTA GRACIA,ASOCIACION DE ABUELOS ALTA GRACIA,04-021-001-553,,1403 - TEATRO,"""ASOC. DE ABUELOS DE ALTA GRACIA""",LINIERS,269,SANTA MARIA,4,5186,0,,,,,
DESPEÑADEROS,CJYP DESPEÐADEROS,04-021-006-274,,2101 - ALIMENTACIÓN SALUDABLE,C JYP DE DESPEÑADEROS,PUEYRREDON *,162,SANTA MARIA,4,5121,0,,,,,
BELL VILLE,CJP BELL VILLE,04-026-005-024,,2101 - ALIMENTACIÓN SALUDABLE,C JYP DE BELL VILLE,PTE. DERQUI,248,UNION,4,2550,2,,,,,REF. 03534-418097*
BELL VILLE,CJP BELL VILLE,04-026-005-024,,3103 - RELEVAMIENTO SOCIO SANITARIO DE POBLACIÓN AFILIADA EN GENERAL,C JYP DE BELL VILLE,PTE. DERQUI,248,UNION,4,2550,2,,,,,REF. 03534-418097*
BELL VILLE,CJP BELL VILLE,04-026-005-024,,1101 - GIMNASIA,C JYP DE BELL VILLE,PTE. DERQUI,248,UNION,4,2550,2,,,,,REF. 03534-418097*
BELL VILLE,CJP BELL VILLE,04-026-005-024,,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DE BELL VILLE,PTE. DERQUI,248,UNION,4,2550,2,,,,,REF. 03534-418097*
BELL VILLE,CJP BELL VILLE,04-026-005-024,1110 - Danzas tango,1110 - DANZAS TANGO,C JYP DE BELL VILLE,PTE. DERQUI,248,UNION,4,2550,2,,,,,REF. 03534-418097*
BELL VILLE,CJP BELL VILLE,04-026-005-024,,1201 - MEMORIA,C JYP DE BELL VILLE,PTE. DERQUI,248,UNION,4,2550,2,,,,,REF. 03534-418097*
BELL VILLE,CJP BELL VILLE,04-026-005-024,,1408 - ARTESANÍAS / MANUALIDADES,C JYP DE BELL VILLE,PTE. DERQUI,248,UNION,4,2550,2,,,,,REF. 03534-418097*
BELL VILLE,CJP BELL VILLE,04-026-005-024,,1403 - TEATRO,C JYP DE BELL VILLE,PTE. DERQUI,248,UNION,4,2550,2,,,,,REF. 03534-418097*
GRAL CABRERA,CJP GRAL. CABRERA,04-008-008-011,,2101 - ALIMENTACIÓN SALUDABLE,C JYP DE GENERAL CABRERA,12 DE OCTUBRE *,335,JUAREZ CELMA,4,5809,4,,,,,REF. 0358-4930228 *
GRAL CABRERA,CJP GRAL. CABRERA,04-008-008-011,,4104 - CAPACITACIÓN Y TRANSFERENCIA DE TECNOLOGÍAS EN LIDERAZGO COMUNITARIO A ORGANIZACIONES,C JYP DE GENERAL CABRERA,12 DE OCTUBRE *,335,JUAREZ CELMA,4,5809,4,,,,,REF. 0358-4930228 *
GRAL CABRERA,CJP GRAL. CABRERA,04-008-008-011,,1101 - GIMNASIA,C JYP DE GENERAL CABRERA,12 DE OCTUBRE *,335,JUAREZ CELMA,4,5809,4,,,,,REF. 0358-4930228 *
GRAL CABRERA,CJP GRAL. CABRERA,04-008-008-011,,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DE GENERAL CABRERA,12 DE OCTUBRE *,335,JUAREZ CELMA,4,5809,4,,,,,REF. 0358-4930228 *
GRAL CABRERA,CJP GRAL. CABRERA,04-008-008-011,,1206 - COMPUTACIÓN,C JYP DE GENERAL CABRERA,12 DE OCTUBRE *,335,JUAREZ CELMA,4,5809,4,,,,,REF. 0358-4930228 *
GRAL CABRERA,CJP GRAL. CABRERA,04-008-008-011,,1106 - DANZAS,C JYP DE GENERAL CABRERA,12 DE OCTUBRE *,335,JUAREZ CELMA,4,5809,4,,,,,REF. 0358-4930228 *
GRAL CABRERA,CJP GRAL. CABRERA,04-008-008-011,,1405 - CANTO / CORO,C JYP DE GENERAL CABRERA,12 DE OCTUBRE *,335,JUAREZ CELMA,4,5809,4,,,,,REF. 0358-4930228 *
GRAL CABRERA,CJP GRAL. CABRERA,04-008-008-011,,1406 - ARTES PLÁSTICAS,C JYP DE GENERAL CABRERA,12 DE OCTUBRE *,335,JUAREZ CELMA,4,5809,4,,,,,REF. 0358-4930228 *
GRAL CABRERA,CJP GRAL. CABRERA,04-008-008-011,,1201 - MEMORIA,C JYP DE GENERAL CABRERA,12 DE OCTUBRE *,335,JUAREZ CELMA,4,5809,4,,,,,REF. 0358-4930228 *
 PARQUE CENTRAL,CJP TERCERA EDAD Y BIBLIOTECA PLENITUD,04-002-003-430,,2101 - ALIMENTACIÓN SALUDABLE,C JYP TERCERA EDAD Y BIBLIOTECA PLENITUD,AV. TRONADOR *,1787,CAPITAL,4,5010,0,,,,,REF. 0351-4659071*
 PARQUE CENTRAL,CJP TERCERA EDAD Y BIBLIOTECA PLENITUD,04-002-003-430,,3103 - RELEVAMIENTO SOCIO SANITARIO DE POBLACIÓN AFILIADA EN GENERAL,C JYP TERCERA EDAD Y BIBLIOTECA PLENITUD,AV. TRONADOR *,1787,CAPITAL,4,5010,0,,,,,REF. 0351-4659071*
 PARQUE CENTRAL,CJP TERCERA EDAD Y BIBLIOTECA PLENITUD,04-002-003-430,,1101 - GIMNASIA,C JYP TERCERA EDAD Y BIBLIOTECA PLENITUD,AV. TRONADOR *,1787,CAPITAL,4,5010,0,,,,,REF. 0351-4659071*
 PARQUE CENTRAL,CJP TERCERA EDAD Y BIBLIOTECA PLENITUD,04-002-003-430,,1103 - TÉCNICAS DE TRABAJO CORPORAL,C JYP TERCERA EDAD Y BIBLIOTECA PLENITUD,AV. TRONADOR *,1787,CAPITAL,4,5010,0,,,,,REF. 0351-4659071*
 PARQUE CENTRAL,CJP TERCERA EDAD Y BIBLIOTECA PLENITUD,04-002-003-430,,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP TERCERA EDAD Y BIBLIOTECA PLENITUD,AV. TRONADOR *,1787,CAPITAL,4,5010,0,,,,,REF. 0351-4659071*
 PARQUE CENTRAL,CJP TERCERA EDAD Y BIBLIOTECA PLENITUD,04-002-003-430,,2106 - SALUD MENTAL,C JYP TERCERA EDAD Y BIBLIOTECA PLENITUD,AV. TRONADOR *,1787,CAPITAL,4,5010,0,,,,,REF. 0351-4659071*
 PARQUE CENTRAL,CJP TERCERA EDAD Y BIBLIOTECA PLENITUD,04-002-003-430,,1408 - ARTESANÍAS / MANUALIDADES,C JYP TERCERA EDAD Y BIBLIOTECA PLENITUD,AV. TRONADOR *,1787,CAPITAL,4,5010,0,,,,,REF. 0351-4659071*
 PARQUE CENTRAL,CJP TERCERA EDAD Y BIBLIOTECA PLENITUD,04-002-003-430,,4104 - CAPACITACIÓN Y TRANSFERENCIA DE TECNOLOGÍAS EN LIDERAZGO COMUNITARIO A ORGANIZACIONES,C JYP TERCERA EDAD Y BIBLIOTECA PLENITUD,AV. TRONADOR *,1787,CAPITAL,4,5010,0,,,,,REF. 0351-4659071*
VILLA PAEZ,CJYP DE VILLA PAEZ,04-002-051-405,,2101 - ALIMENTACIÓN SALUDABLE,C DE JUB DE VILLA PAEZ,SR M PODESTA,2174,CAPITAL,4,5003,0,,,,,REF.0351-4871888*
VILLA PAEZ,CJYP DE VILLA PAEZ,04-002-051-405,,3103 - RELEVAMIENTO SOCIO SANITARIO DE POBLACIÓN AFILIADA EN GENERAL,C DE JUB DE VILLA PAEZ,SR M PODESTA,2174,CAPITAL,4,5003,0,,,,,REF.0351-4871888*
VILLA PAEZ,CJYP DE VILLA PAEZ,04-002-051-405,,1410 - ARTE CULINARIO,C DE JUB DE VILLA PAEZ,SR M PODESTA,2174,CAPITAL,4,5003,0,,,,,REF.0351-4871888*
VILLA PAEZ,CJYP DE VILLA PAEZ,04-002-051-405,,1101 - GIMNASIA,C DE JUB DE VILLA PAEZ,SR M PODESTA,2174,CAPITAL,4,5003,0,,,,,REF.0351-4871888*
VILLA PAEZ,CJYP DE VILLA PAEZ,04-002-051-405,,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C DE JUB DE VILLA PAEZ,SR M PODESTA,2174,CAPITAL,4,5003,0,,,,,REF.0351-4871888*
VILLA PAEZ,CJYP DE VILLA PAEZ,04-002-051-405,,1408 - ARTESANÍAS / MANUALIDADES,C DE JUB DE VILLA PAEZ,SR M PODESTA,2174,CAPITAL,4,5003,0,,,,,REF.0351-4871888*
VILLA PAEZ,CJYP DE VILLA PAEZ,04-002-051-405,,4104 - CAPACITACIÓN Y TRANSFERENCIA DE TECNOLOGÍAS EN LIDERAZGO COMUNITARIO A ORGANIZACIONES,C DE JUB DE VILLA PAEZ,SR M PODESTA,2174,CAPITAL,4,5003,0,,,,,REF.0351-4871888*
VILLA PAEZ,CJYP DE VILLA PAEZ,04-002-051-405,,1201 - MEMORIA,C DE JUB DE VILLA PAEZ,SR M PODESTA,2174,CAPITAL,4,5003,0,,,,,REF.0351-4871888*
DESPEÑADEROS,CJYP DESPEÐADEROS,04-021-006-274,,2106 - SALUD MENTAL,C JYP DE DESPEÑADEROS,PUEYRREDON *,162,SANTA MARIA,4,5121,0,,,,,
DESPEÑADEROS,CJYP DESPEÐADEROS,04-021-006-274,,1410 - ARTE CULINARIO,C JYP DE DESPEÑADEROS,PUEYRREDON *,162,SANTA MARIA,4,5121,0,,,,,
DESPEÑADEROS,CJYP DESPEÐADEROS,04-021-006-274,,2203 - ENFERMEDADES ENDOCRINO METABÓLICAS,C JYP DE DESPEÑADEROS,PUEYRREDON *,162,SANTA MARIA,4,5121,0,,,,,
ALTA GRACIA,CJYP Y BIBLIOTECA DE ALTA GRACIA 19 DE MAYO,04-021-001-055,,2101 - ALIMENTACIÓN SALUDABLE,C JYP DE ALTA GRACIA 19 DE MAYO,ING OLMOS *,230,SANTA MARIA,4,5186,0,,,,,420074*
ALTA GRACIA,CJYP Y BIBLIOTECA DE ALTA GRACIA 19 DE MAYO,04-021-001-055,,3103 - RELEVAMIENTO SOCIO SANITARIO DE POBLACIÓN AFILIADA EN GENERAL,C JYP DE ALTA GRACIA 19 DE MAYO,ING OLMOS *,230,SANTA MARIA,4,5186,0,,,,,420074*
ALTA GRACIA,CJYP Y BIBLIOTECA DE ALTA GRACIA 19 DE MAYO,04-021-001-055,,1101 - GIMNASIA,C JYP DE ALTA GRACIA 19 DE MAYO,ING OLMOS *,230,SANTA MARIA,4,5186,0,,,,,420074*
ALTA GRACIA,CJYP Y BIBLIOTECA DE ALTA GRACIA 19 DE MAYO,04-021-001-055,,1206 - COMPUTACIÓN,C JYP DE ALTA GRACIA 19 DE MAYO,ING OLMOS *,230,SANTA MARIA,4,5186,0,,,,,420074*
ALTA GRACIA,CJYP Y BIBLIOTECA DE ALTA GRACIA 19 DE MAYO,04-021-001-055,,1205 - PERIODISMO,C JYP DE ALTA GRACIA 19 DE MAYO,ING OLMOS *,230,SANTA MARIA,4,5186,0,,,,,420074*
ALTA GRACIA,CJYP Y BIBLIOTECA DE ALTA GRACIA 19 DE MAYO,04-021-001-055,,1201 - MEMORIA,C JYP DE ALTA GRACIA 19 DE MAYO,ING OLMOS *,230,SANTA MARIA,4,5186,0,,,,,420074*
ALTA GRACIA,CJYP Y BIBLIOTECA DE ALTA GRACIA 19 DE MAYO,04-021-001-055,,1405 - CANTO / CORO,C JYP DE ALTA GRACIA 19 DE MAYO,ING OLMOS *,230,SANTA MARIA,4,5186,0,,,,,420074*
ALTA GRACIA,CJYP Y BIBLIOTECA DE ALTA GRACIA 19 DE MAYO,04-021-001-055,,4104 - CAPACITACIÓN Y TRANSFERENCIA DE TECNOLOGÍAS EN LIDERAZGO COMUNITARIO A ORGANIZACIONES,C JYP DE ALTA GRACIA 19 DE MAYO,ING OLMOS *,230,SANTA MARIA,4,5186,0,,,,,420074*
ALTA GRACIA,CJYP Y BIBLIOTECA DE ALTA GRACIA 19 DE MAYO,04-021-001-055,,1205 - PERIODISMO,C JYP DE ALTA GRACIA 19 DE MAYO,ING OLMOS *,230,SANTA MARIA,4,5186,0,,,,,420074*
ALTA GRACIA,ASOCIACION DE ABUELOS ALTA GRACIA,04-021-001-553,,3202 - OTROS,"""ASOC. DE ABUELOS DE ALTA GRACIA""",LINIERS,269,SANTA MARIA,4,5186,0,,,,,
